netdata/netdata,65c3de12690f78f8c28197e09332beea32fbf7dc,6bd0c6e3c3
redis/redis,0b645d63193fb18a6646def558c37f6c7ee5d740,496375f
redis/redis,c2d8d4e648faa172a65a88fcffaf4ccc10a1ad78,9d520a7f
redis/redis,b458b2999b749950c5ea9468cfa5ab74782848c3,052e03495f
redis/redis,a4f03bd7eb44580b44f9499c53417df45e1edfb0,3d0b427c30610b45c00b2377ee28bb69974ccea2
redis/redis,29ac9aea5de2f395960834b262b3d94f9efedbd8,1aad55b66
redis/redis,971e3c51b63e7a5ced6a953bdfd2d9bd53b25e52,d827dbf
obsproject/obs-studio,df4eb8219cfcd8b74a14e3caabd56bf0f648faea,dc4e20500
obsproject/obs-studio,c13357ff91ede253346edd78d1047ffa8eefad00,8b632fa227e2df4865ad59af84af39b8c2ce8e49
obsproject/obs-studio,14bfa071688cdf36a8efa8543b0e8e2902fabf2f,d7848f3cb74
mpv-player/mpv,4747865fefbc057e0c7998c361fe41ca2e9d9d4f,e2284fba1
mpv-player/mpv,46a35e2edc1905a9cbe4674f454ef056a6d1eef4,8708f4dc91
mpv-player/mpv,0f2370476b4279040261878c601fb8015a8502d7,a714f8e928
mpv-player/mpv,221a574a503604fbda6f25f171852d99e49de06b,1f8013ff3fddd788a517656e09f5ce5d7efd928d
mpv-player/mpv,2dc8e70093d9f80a01696f059ff02784bcb7b5f0,2e7fcc5a2
mpv-player/mpv,873ae0de2af3bb84a11e5e57f6e3a8942b2263c2,d07b7f0
mpv-player/mpv,8262a4dd5296f11338b2d54190982b1e07aa1267,362015c
mpv-player/mpv,2396e62c0be8be2bb39cd2a85021a5f391a0fe54,5b38a52
facebook/zstd,dc904ad17bf608db483f6187bdbcd5ed43fea88d,bb68062c590dbd46905907dd2a63a658040a79d4
micropython/micropython,a6c35aeee873953bd9016cf63feb1a6772bdd6af,5e692d04
micropython/micropython,fd1e66edb3ef479016dbcc5aa7158d8fdfec5793,35fb90bd57e1a3259aaf67cede50628da6888485
micropython/micropython,b31cb21a3936b97af4a52b082e1f40c2061aeab7,70affd9ba22e7f62666a9a2fafc2a3c0be9ef95a
micropython/micropython,68e71eacb8f5e67f9765ccd8639ca359bc3417de,71a3d6ec3bd02c5bd13334537e1bd146bb643bad
valkey-io/valkey,0b645d63193fb18a6646def558c37f6c7ee5d740,496375f
valkey-io/valkey,c2d8d4e648faa172a65a88fcffaf4ccc10a1ad78,9d520a7f
valkey-io/valkey,b458b2999b749950c5ea9468cfa5ab74782848c3,052e03495f
valkey-io/valkey,a4f03bd7eb44580b44f9499c53417df45e1edfb0,3d0b427c30610b45c00b2377ee28bb69974ccea2
valkey-io/valkey,29ac9aea5de2f395960834b262b3d94f9efedbd8,1aad55b66
valkey-io/valkey,971e3c51b63e7a5ced6a953bdfd2d9bd53b25e52,d827dbf
lvgl/lvgl,57e2a6d983e101e3e022912afae76fd984caac71,3da868a0905ccbdafb4bbbf9c301d4f66eb2cf86
swaywm/sway,f7aed5c7e596bc2f03426d6a91214123000d7ed7,662466e8db773926bf61b21280194a3540ae26ec
swaywm/sway,5896781df45405d41545e6227f6749ee862e05ce,5967ee1fbcba66ea57d971b924a51209a70d3aaa
glfw/glfw,8e9a5d29a8258d2e82250102db9ae713794be321,0d599026d04ddcc2695ae938fc1864523dab7a34
glfw/glfw,fd7e737216dfdcecd4522b7d8c8dd2439d3dac3b,2c204ab52ecaa51bfd32b777aef715dae937f009
glfw/glfw,af8f9713dd807968d0cbcca77fb63a210aaa8f65,2747e47393cbca2d09db56223e735bd94b21e2eb
glfw/glfw,e47832ffcf924a0580ce79431b9601f0ca0915ee,ad9eb768c9518dbe94232e5201d318d512ad9beb
glfw/glfw,81f475bccbc0e784e8327005f2e66e3546fe8da0,105cf32e0b05e207d4cd5efa462887569ca2116a
glfw/glfw,cab41529da42f46dc6d6aec159a9b8d1d1331652,b889aa784129b3e7d1219a55a1008bd6518183db
